"cardmarketId","name","collectorNumber","rarity","expansion","expansionCode","scryfallId","tcgplayerId"
570939,"_____'s Celebi","012","Promo","PLAY Promos","PLAY",,
605393,"_____'s Chansey",,"Ultra Rare","Challenge from the Darkness","G2",,
570947,"_____'s Groudon","020","Promo","PLAY Promos","PLAY",,
570941,"_____'s Jirachi","014","Promo","PLAY Promos","PLAY",,
570946,"_____'s Kyogre","019","Promo","PLAY Promos","PLAY",,
570940,"_____'s Mew","013","Promo","PLAY Promos","PLAY",,
363650,"_____'s Oshawott",,"Oversized","Promos","PR",,
572013,"_____'s Oshawott",,"Promo","BW Promos","BW-P",,
275443,"_____'s Pikachu","24","Promo","Wizards Black Star Promos","WP",,
571803,"_____'s Pikachu",,"Promo","Unnumbered Promos","UNP",,
571802,"_____'s Pikachu",,"Promo","Unnumbered Promos","UNP",,
572007,"_____'s Pikachu",,"Promo","Unnumbered Promos","UNP",,
572008,"_____'s Pikachu",,"Promo","BW Promos","BW-P",,
572009,"_____'s Pikachu",,"Promo","BW Promos","BW-P",,
576778,"_____'s Pikachu","WP 24","Promo","Celebrations","CEL",,250325
576936,"_____'s Pikachu","WP 24","Promo","Pikachu World Collection","PWC",,159115
577410,"_____'s Pikachu","007","Fixed","25th Anniversary Edition","s8a-P",,
570948,"_____'s Rayquaza","021","Promo","PLAY Promos","PLAY",,
363648,"_____'s Snivy",,"Oversized","Promos","PR",,
572011,"_____'s Snivy",,"Promo","BW Promos","BW-P",,
363649,"_____'s Tepig",,"Oversized","Promos","PR",,
572012,"_____'s Tepig",,"Promo","BW Promos","BW-P",,
549111,"20 Damage from Confusion",,"Fixed","Expansion Sheet","EXS",,
294127,"25x Online Code Card",,"Common","Pokémon Products","PKM",,
549116,"3 Deck Battle",,"Fixed","Expansion Sheet","EXS",,
549121,"3 vs 3 Dugtrio Team Battle",,"Fixed","Expansion Sheet","EXS",,
549106,"4 Prize Battle",,"Fixed","Expansion Sheet","EXS",,
570096,"Aaron's Aura","019","Promo","Movie Commemoration VS Pack: Aura's Lucario","MAL",,
278662,"Aaron's Collection","88","Uncommon","Rising Rivals","RR",,
678000,"Aaron's Collection","017","Fixed","Gallade SP Half Deck","PtGL",,
868812,"Aaron's Collection","RR 088","World Championship Deck","WCD 2010","WCD10",,
869030,"Aaron's Collection","RR 088","World Championship Deck","WCD 2009","WCD09",,
570083,"Aaron's Pidgeot","006","Promo","Movie Commemoration VS Pack: Aura's Lucario","MAL",,
470159,"Abareru-kun","320","Promo","Sun & Moon Promos","SM-P",,
286286,"Abomasnow","40","Rare","BREAKthrough","BKT",,
315969,"Abomasnow","38","Rare","Ultra Prism","UPR",,
388037,"Abomasnow","42","Rare","Unified Minds","UNM",,
457458,"Abomasnow","13","Rare","Rebel Clash","RCL",,
466514,"Abomasnow","6","Uncommon","VMAX Rising","s1a",,
481739,"Abomasnow","7","Fixed","V Starter Decks","sD",,
550616,"Abomasnow","026","Fixed","GX Ultra Shiny","sm8b",,
557208,"Abomasnow","017","Uncommon","Sky Legend","sm10b",,
281047,"Abomasnow","26","Uncommon","Plasma Blast","PLB",,
355525,"Abomasnow","4","Rare","Forbidden Light","FLI",,
559754,"Abomasnow","004","Fixed","Ultra Force","sm5+",,
559823,"Abomasnow","010","Uncommon","Ultra Moon","sm5m",,
560418,"Abomasnow","002","Uncommon","Silver Lance","s6h",,
563405,"Abomasnow","022","Uncommon","Red Flash","XY8r",,
567090,"Abomasnow","010","Rare","Chilling Reign","CRE",,
567532,"Abomasnow","020","Common","Megalo Cannon","BW9",,
586523,"Abomasnow","008","Fixed","VMAX Climax","s8b",,
586924,"Abomasnow","185","Character Rare","VMAX Climax","s8b",,
656237,"Abomasnow","010","Common","Dark Phantasma","s10a",,
658878,"Abomasnow","TG01","Holo Rare","Astral Radiance","ASR",,272472
672374,"Abomasnow","010","Promo","Chilling Reign","CRE",,
674053,"Abomasnow","043","Uncommon","Lost Origin","LOR",,283917
705239,"Abomasnow","006","Rare","Snow Hazard","sv2P",,
715483,"Abomasnow","011","Rare","Paldea Evolved","PAL",,497422
746213,"Abomasnow","011","Fixed","Shiny Treasure ex","sv4a",,
747554,"Abomasnow","200","Holo Rare","Shiny Treasure ex","sv4a",,
751640,"Abomasnow","101","Shiny Rare","Paldean Fates","PAF",,
821859,"Abomasnow","027","Uncommon","The Glory of Team Rocket","sv10",,
825934,"Abomasnow","060","Uncommon","Destined Rivals","DRI",,
826662,"Abomasnow","009","Rare","Fearless Terastal","CSV3C",,
839694,"Abomasnow","006","Fixed","Adventure Special Pack","CSVL1C",,
839761,"Abomasnow","054","Fixed","Adventure Special Pack","CSVL1C",,
843475,"Abomasnow","013","Uncommon","Primordial Arts - Overgrow","CS3aC",,
843589,"Abomasnow","126","Illustration Rare","Primordial Arts - Overgrow","CS3aC",,
882314,"Abomasnow","036","Fixed","Brave Stars V Starter Deck","CS5DC",,
886938,"Abomasnow","012","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
887381,"Abomasnow","015","Fixed","Storming Emergence GX Starter Deck","CSM1DC",,
277648,"Abomasnow Lv.40","19","Rare","Mysterious Treasures","MT",,
699011,"Abomasnow Lv.40",,"Rare","Secret of the Lakes","DP2",,
882200,"Abomasnow Lv.40","19","Promo","Mysterious Treasures","MT",,
278310,"Abomasnow Lv.42","12","Rare","Stormfront","STF",,
690581,"Abomasnow Lv.42","022","Rare","Intense Fight in the Destroyed Sky","IFDS",,
273738,"Abra","43","Common","Base Set","BS",,
273988,"Abra","65","Common","Base Set 2","B2",,42484
274102,"Abra","49","Common","Team Rocket","TR",,
274832,"Abra","67","Common","Legendary Collection","LC",,
274968,"Abra","93","Common","Expedition Base Set","EX",,
275304,"Abra","46","Common","Skyridge","SK",,
548586,"Abra",,"Common","Expansion Sheet","EXS",,
557694,"Abra",,"Common","Expansion Pack","EXP",,
562009,"Abra","013","Fixed","McDonald's Pokémon-e Minimum Pack","MCDP",,
585095,"Abra",,"Common","Rocket Gang","ROG",,
650608,"Abra","018","Common","Base Expansion Pack","EC1",,
653935,"Abra","040","Common","Split Earth","EC4",,
654309,"Abra",,"Fixed","Intro Pack Neo Totodile","IPNT",,
660185,"Abra","43","Common","Base Set","BS",,107040
719505,"Abra","063","Common","Pokémon Card 151","sv2a",,
720396,"Abra","063","Promo","151","MEW",,
733658,"Abra","063","Common","151","MEW",,
746455,"Abra","073","Fixed","Shiny Treasure ex","sv4a",,
747607,"Abra","253","Shiny Rare","Shiny Treasure ex","sv4a",,
751687,"Abra","148","Shiny Rare","Paldean Fates","PAF",,
767140,"Abra","047","Common","Mask of Change","sv6",,
769254,"Abra","080","Common","Twilight Masquerade","TWM",,
803170,"Abra","057","Fixed","Terastal Festival ex","sv8a",,
819129,"Abra","063","Common","Collect 151","151C",,
819225,"Abra","160","Shiny Rare","Collect 151","151C",,
837344,"Abra","063","Common","Pokémon Card 151: Additionals","xsv2a",,
837345,"Abra","063","Common","Pokémon Card 151: Additionals","xsv2a",,
837690,"Abra","057","Fixed","Terastal Festival ex: Additionals","xsv8a",,
837691,"Abra","057","Fixed","Terastal Festival ex: Additionals","xsv8a",,
840595,"Abra","036","Common","Mega Symphonia","m1S",,
851125,"Abra","054","Common","Mega Evolution","MEG",,
859918,"Abra","004","Promo","M-P Traditional Chinese Promos","M-P/CT",,
860012,"Abra","004","Promo","M-P Indonesian Promos","M-P/ID",,
877055,"Abra","073","Common","Brilliant Fantasy","CSV8C",,
887216,"Abra","059","Fixed","Battle Party Shining Dream","CSVE2C",,
277698,"Abra Lv.8","69","Common","Mysterious Treasures","MT",,
699054,"Abra Lv.8",,"Common","Secret of the Lakes","DP2",,
275878,"Absol","1","Holo Rare","EX Dragon","DR",,
276073,"Absol","96","Secret Rare","EX Team Magma vs Team Aqua","MA",,
276892,"Absol","15","Rare","EX Legend Maker","LM",,
276988,"Absol","18","Rare","EX Holon Phantoms","HP",,
279621,"Absol","91","Ultra Rare","Triumphant","TM",,
280945,"Absol","67","Holo Rare","Plasma Freeze","PLF",,
282708,"Absol","40","Holo Rare","Roaring Skies","ROS",,
295167,"Absol","178","Promo","XY Black Star Promos","XYPR",,
295252,"Absol","40","Fixed","Roaring Skies","ROS",,
369018,"Absol","88","Holo Rare","Team Up","TEU",,
408314,"Absol","133","Uncommon","Cosmic Eclipse","CEC",,
500045,"Absol","38","Uncommon","Champion’s Path","CPA",,
523835,"Absol","1","Fixed","VMAX Starter Decks","sC",,
544001,"Absol","075","Fixed","Tag Team GX: Tag All Stars","sm12a",,
556687,"Absol","043","Common","Remix Bout","sm11a",,
297693,"Absol","81","Holo Rare","Guardians Rising","GRI",,
558597,"Absol","023","Rare","Dark Order","sm8a",,
561566,"Absol","038","Fixed","Strength Expansion Pack Sun & Moon","sm1+",,
562756,"Absol","077","Fixed","Premium Champion Pack","CP4",,
563643,"Absol","034","Rare","Emerald Break","XY6",,
567877,"Absol","033","Rare","Spiral Force","BW8s",,
571021,"Absol","034","Promo","ADV Promos","ADV-P",,
571022,"Absol","035","Promo","ADV Promos","ADV-P",,
571610,"Absol","027","Uncommon","Towering Perfection","s7D",,
582792,"Absol","164","Rare","Fusion Strike","FST",,253378
583215,"Absol","004","Fixed","Special Deck Set Zacian Zamazenta vs Eternatus","sJ",,
587977,"Absol","267","Fixed","Start Deck 100","sI100",,
609819,"Absol","051","Rare","Battle Region","s9a",,
658743,"Absol","097","Holo Rare","Astral Radiance","ASR",,272298
668961,"Absol","027","Ultra Rare","Lost Link","LL",,
668995,"Absol","302","Promo","Sword & Shield Promos","S-P",,
687645,"Absol","083","Fixed","VSTAR Universe","s12a",,
687753,"Absol","191","Illustration Rare","VSTAR Universe","s12a",,
691794,"Absol","076","Holo Rare","Crown Zenith","CRZ",,478212
691895,"Absol","GG16","Holo Rare","Crown Zenith","CRZ",,478034
700338,"Absol","097","Holo Rare","Astral Radiance","ASR",,
731412,"Absol","097","Promo","Astral Radiance","ASR",,
734275,"Absol","036","Uncommon","Raging Surf","sv3a",,
740632,"Absol","113","Uncommon","Paradox Rift","PAR",,
764727,"Absol","006M","Fixed","Gift Box Mew • Lucario","GBML",,
765305,"Absol","072","Rare","Mirage Forest","PCG5",,
773779,"Absol","030","Common","Night Wanderer","sv6a",,
780925,"Absol","030","Common","Shrouded Fable","SFA",,
784368,"Absol","048","Holo Rare","Rulers of the Heavens","ADV3",,
786640,"Absol",,"Promo","XY Promos","XY-P",,
834698,"Absol","077","Uncommon","Nine Colors Gathering - Origin","CS4bC",,
841747,"Absol","087","Rare","Azure Shadow - Pursuit","CS6bC",,
841795,"Absol","135","Illustration Rare","Azure Shadow - Pursuit","CS6bC",,
846824,"Absol","007","Fixed","MEGA Starter Set Mega Gengar ex","mBG",,
848529,"Absol","083","Uncommon","Dark Crystal Blaze","CSV5C",,
849031,"Absol","027","Rare","Battle Elite","CSM1.5C",,
850201,"Absol","08","Common","Gem Pack Vol. 3","CBB3C",,
850202,"Absol","08","Uncommon","Gem Pack Vol. 3","CBB3C",,
850200,"Absol","08","Common","Gem Pack Vol. 3","CBB3C",,
850203,"Absol","08","Uncommon","Gem Pack Vol. 3","CBB3C",,
850204,"Absol","08","Rare","Gem Pack Vol. 3","CBB3C",,
850205,"Absol","08","Double Rare","Gem Pack Vol. 3","CBB3C",,
851335,"Absol","054","Common","Shining Synergy - Summon","CSM2cC",,
852942,"Absol","184","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
857638,"Absol","063","Common","Phantasmal Flames","PFL",,
863756,"Absol","454","Fixed","MEGA Start Deck 100 Battle Collection","mC",,
865758,"Absol","ROS 040","World Championship Deck","WCD 2016","WCD16",,
869110,"Absol","018","Fixed","Happy Set Lucario & Greninja & Zamazenta & Mabosstiff","CSVH2C",,
877118,"Absol","127","Common","Brilliant Fantasy","CSV8C",,
877896,"Absol","084","Fixed","Battle Party Dream Together","CSVE1C",,
882359,"Absol","081","Fixed","Brave Stars V Starter Deck","CS5DC",,
882575,"Absol","095","Fixed","Primordial Arts V Starter Deck","CS3DC",,
886868,"Absol","p001","Fixed","Battle Party Set","CSMPC",,
887051,"Absol","117","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
888874,"Absol","171","Fixed","Shining Synergy GX Starter Deck","CSM2DC",,
278692,"Absol [G] Lv.59","1","Holo Rare","Supreme Victors","SV",,
677615,"Absol [G] Lv.59","064","Holo Rare","Beat of the Frontier","Pt3",,
278832,"Absol [G] LV.X","141","Ultra Rare","Supreme Victors","SV",,
677616,"Absol [G] LV.X","065","Ultra Rare","Beat of the Frontier","Pt3",,
277398,"Absol ex","92","Ultra Rare","EX Power Keepers","PK",,
724025,"Absol ex","073","Double Rare","Ruler of the Black Flame","sv3",,
724982,"Absol ex","126","Ultra Rare","Ruler of the Black Flame","sv3",,
725215,"Absol ex","135","Double Rare","Obsidian Flames","OBF",,
725295,"Absol ex","214","Ultra Rare","Obsidian Flames","OBF",,
765735,"Absol ex","060","Ultra Rare","World Champions Pack","WCP",,
832512,"Absol ex","086","Double Rare","Eternal Birth","CSV1C",,
832655,"Absol ex","143","Ultra Rare","Eternal Birth","CSV1C",,
850206,"Absol ex","08","Rare","Gem Pack Vol. 3","CBB3C",,
869399,"Absol ex","PK 092","World Championship Deck","WCD 2007","WCD07",,
869400,"Absol ex","PK 092","World Championship Deck","WCD 2007","WCD07",,
877637,"Absol ex","147","Promo","Scarlet & Violet Simplified Chinese Promos","SV-P/CS",,
887248,"Absol ex","091","Fixed","Battle Party Shining Dream","CSVE2C",,
890315,"Absol ex","204","Ultra Rare","Black Sparkle","SV3s",,
289720,"Absol EX","62","Promo","XY Black Star Promos","XYPR",,
277774,"Absol Lv.31","21","Rare","Secret Wonders","SW",,
698892,"Absol Lv.31",,"Rare","Shining Darkness","DP3",,
773813,"Academy at Night","064","Uncommon","Night Wanderer","sv6a",,
780950,"Academy at Night","054","Uncommon","Shrouded Fable","SFA",,
877196,"Academy at Night","205","Uncommon","Brilliant Fantasy","CSV8C",,
877693,"Academy at Night","200","Promo","Scarlet & Violet Simplified Chinese Promos","SV-P/CS",,
280135,"Accelgor","12","Rare","Noble Victories","NVI",,
280339,"Accelgor","11","Rare","Dark Explorers","DEX",,
281029,"Accelgor","8","Rare","Plasma Blast","PLB",,
311859,"Accelgor","9","Uncommon","Crimson Invasion","CIN",,
449238,"Accelgor","12","Promo","Noble Victories","NVI",,
463269,"Accelgor","5","Uncommon","Explosive Flame Walker","S2A",,
482924,"Accelgor","10","Rare","Darkness Ablaze","DAA",,
281673,"Accelgor","9","Uncommon","Furious Fists","FFI",,
560251,"Accelgor","006","Common","Ultradimensional Beasts","sm4a",,
564064,"Accelgor","009","Common","Rising Fist","XY3",,
567520,"Accelgor","008","Uncommon","Megalo Cannon","BW9",,
569240,"Accelgor","007","Uncommon","Dark Rush","BW4",,
569732,"Accelgor","007","Uncommon","Red Collection","BW2",,
575558,"Accelgor","008","Uncommon","Fusion Arts","s8",,
582053,"Accelgor","014","Rare","Fusion Strike","FST",,253090
587737,"Accelgor","027","Fixed","Start Deck 100","sI100",,
807596,"Accelgor","008","Uncommon","Battle Partners","sv9",,
817165,"Accelgor","013","Uncommon","Journey Together","JTG",,
828982,"Accelgor","009","Uncommon","White Flare JP","sv11W",,
829449,"Accelgor","094","Illustration Rare","White Flare JP","sv11W",,
834560,"Accelgor","008","Uncommon","Nine Colors Gathering - Origin","CS4bC",,
835917,"Accelgor","009","Uncommon","White Flare","WHT",,
836081,"Accelgor","094","Illustration Rare","White Flare","WHT",,
836507,"Accelgor","009","Uncommon","White Flare: Additionals","xWHT",,
836508,"Accelgor","009","Uncommon","White Flare: Additionals","xWHT",,
838457,"Accelgor","009","Uncommon","White Flare JP: Additionals","xsv11W",,
838458,"Accelgor","009","Uncommon","White Flare JP: Additionals","xsv11W",,
847269,"Accelgor","019","Uncommon","Dynamax Clash - Flame","CS1bC",,
860140,"Accelgor","190","Illustration Rare","Black & White ID/TH","SV11s",,
867449,"Accelgor","DEX 011","World Championship Deck","WCD 2014","WCD14",,
867824,"Accelgor","DEX 011","World Championship Deck","WCD 2013","WCD13",,
877818,"Accelgor","009","Fixed","Battle Party Dream Together","CSVE1C",,
767184,"Accompanying Flute","091","Uncommon","Mask of Change","sv6",,
769316,"Accompanying Flute","142","Uncommon","Twilight Masquerade","TWM",,
877166,"Accompanying Flute","175","Uncommon","Brilliant Fantasy","CSV8C",,
284250,"Ace Trainer","69","Uncommon","Ancient Origins","AOR",,101491
295280,"Ace Trainer","69","Fixed","Ancient Origins","AOR",,
448198,"Ace Trainer","69","Promo","Ancient Origins","AOR",,
450563,"Ace Trainer","69","Promo","Ancient Origins","AOR",,
563588,"Ace Trainer","076","Uncommon","Bandit Ring","XY7",,
865653,"Ace Trainer","AOR 069","World Championship Deck","WCD 2016","WCD16",,
299513,"Acerola","112","Uncommon","Burning Shadows","BUS",,
299540,"Acerola","142","Ultra Rare","Burning Shadows","BUS",,
312216,"Acerola","112","Fixed","Burning Shadows","BUS",,
312241,"Acerola","112","Fixed","Burning Shadows","BUS",,
312288,"Acerola","112","Fixed","Burning Shadows","BUS",,
371642,"Acerola","112a","Promo","Burning Shadows","BUS",,185134
449243,"Acerola","112a","Promo","Burning Shadows","BUS",,185133
449248,"Acerola","112a","Promo","Burning Shadows","BUS",,185135
449253,"Acerola","112a","Promo","Burning Shadows","BUS",,185136
469674,"Acerola","223","Promo","Sun & Moon Promos","SM-P",,
471609,"Acerola","395","Promo","Sun & Moon Promos","SM-P",,
551136,"Acerola","128","Fixed","GX Ultra Shiny","sm8b",,
558172,"Acerola","054","Holo Rare","Full Metal Wall","sm9b",,
560136,"Acerola","103","Fixed","GX Battle Boost","sm4+",,
561306,"Acerola","047","Fixed","Facing a New Trial","sm2+",,
561325,"Acerola","056","Ultra Rare","Facing a New Trial","sm2+",,
564763,"Acerola","018","Fixed","Tag Team GX Deck Build Box","smN",,
565018,"Acerola","008","Fixed","Ultra Sun & Ultra Moon Deck Build Boxes","smG",,
853720,"Acerola","137","Uncommon","Storming Emergence - Abundant","CSM1cC",,
853774,"Acerola","182","Ultra Rare","Storming Emergence - Abundant","CSM1cC",,
865251,"Acerola","BUS 112","World Championship Deck","WCD 2017","WCD17",,
865252,"Acerola","BUS 112","World Championship Deck","WCD 2017","WCD17",,
865253,"Acerola","BUS 112","World Championship Deck","WCD 2017","WCD17",,
881915,"Acerola","024","Fixed","Golden Energy","CSM2.1C",,
886866,"Acerola","o009","Fixed","Battle Party Set","CSMPC",,
840618,"Acerola's Mischief","059","Uncommon","Mega Symphonia","m1S",,
840643,"Acerola's Mischief","084","Ultra Rare","Mega Symphonia","m1S",,
840649,"Acerola's Mischief","090","Special Illustration Rare","Mega Symphonia","m1S",,
851184,"Acerola's Mischief","113","Uncommon","Mega Evolution","MEG",,
851236,"Acerola's Mischief","165","Ultra Rare","Mega Evolution","MEG",,
851254,"Acerola's Mischief","183","Special Illustration Rare","Mega Evolution","MEG",,
859924,"Acerola's Mischief","010","Promo","M-P Traditional Chinese Promos","M-P/CT",,
860090,"Acerola's Mischief","168","Ultra Rare","Mega Evolution ID/TH","MA1",,
860101,"Acerola's Mischief","179","Special Illustration Rare","Mega Evolution ID/TH","MA1",,
861412,"Acerola's Mischief","169","Fixed","MEGA Dream ex","m2a",,
863999,"Acerola's Mischief","697","Fixed","MEGA Start Deck 100 Battle Collection","mC",,
869791,"Acerola's Mischief","180","Uncommon","Ascended Heroes","ASC",,
586664,"Acerola's Premonition","148","Fixed","VMAX Climax","s8b",,
587053,"Acerola's Premonition","255","Ultra Rare","VMAX Climax","s8b",,
608675,"Acerola's Premonition","129","Uncommon","Brilliant Stars","BRS",,263852
608756,"Acerola's Premonition","TG24","Ultra Rare","Brilliant Stars","BRS",,264228
841934,"Acerola's Premonition","072","Ultra Rare","Final Flame Dance","CS4.5C",,
841921,"Acerola's Premonition","059","Uncommon","Final Flame Dance","CS4.5C",,
273653,"Acro Bike","122","Uncommon","Primal Clash","PRC",,
289739,"Acro Bike","20A","Fixed","XY Trainer Kit: Latias & Latios","TK8",,
289748,"Acro Bike","29A","Fixed","XY Trainer Kit: Latias & Latios","TK8",,
289769,"Acro Bike","20O","Fixed","XY Trainer Kit: Latias & Latios","TK8",,
361362,"Acro Bike","123","Uncommon","Celestial Storm","CES",,
362171,"Acro Bike","178","Secret Rare","Celestial Storm","CES",,
368762,"Acro Bike","123","Fixed","Celestial Storm","CES",,
407044,"Acro Bike","123","Fixed","Celestial Storm","CES",,
407254,"Acro Bike","123","Fixed","Celestial Storm","CES",,
441433,"Acro Bike","123a","Promo","Celestial Storm","CES",,
524910,"Acro Bike","14","Fixed","Sword & Shield Premium Trainer Box","sB",,
544241,"Acro Bike","121","Fixed","Tag Team GX: Tag All Stars","sm12a",,
544246,"Acro Bike","122","Fixed","Tag Team GX: Tag All Stars","sm12a",,
556742,"Acro Bike","061","Holo Rare","Remix Bout","sm11a",,
553309,"Acro Bike","118","Promo","XY Promos","XY-P",,
559041,"Acro Bike","080","Uncommon","Sky-Splitting Charisma","sm7",,
559071,"Acro Bike","110","Secret Rare","Sky-Splitting Charisma","sm7",,
561918,"Acro Bike","110","Fixed","The Best of XY","BXY",,
563708,"Acro Bike","008","Fixed","MRayquaza EX Mega Battle Deck","XYd",,
563894,"Acro Bike","060","Uncommon","Gaia Volcano","XY5g",,
564750,"Acro Bike","005","Fixed","Tag Team GX Deck Build Box","smN",,
564790,"Acro Bike","016","Fixed","Trainer Battle Decks","smK",,
853701,"Acro Bike","124","Uncommon","Storming Emergence - Abundant","CSM1cC",,
853800,"Acro Bike","208","Secret Rare","Storming Emergence - Abundant","CSM1cC",,
862473,"Acro Bike","CES 123","World Championship Deck","WCD 2019","WCD19",,
862495,"Acro Bike","CES 123","World Championship Deck","WCD 2019","WCD19",,
863218,"Acro Bike","CES 123","World Championship Deck","WCD 2018","WCD18",,
867382,"Acro Bike","PRC 122","World Championship Deck","WCD 2015","WCD15",,
881896,"Acro Bike","005","Fixed","Golden Energy","CSM2.1C",,
887617,"Acro Bike","242","Fixed","Storming Emergence GX Starter Deck","CSM1DC",,
888956,"Acro Bike","252","Fixed","Shining Synergy GX Starter Deck","CSM2DC",,
651032,"Adaman","064","Rare","Time Gazer","s10D",,
651325,"Adaman","083","Secret Rare","Time Gazer","s10D",,
651319,"Adaman","077","Ultra Rare","Time Gazer","s10D",,
658796,"Adaman","135","Holo Rare","Astral Radiance","ASR",,272387
658842,"Adaman","181","Ultra Rare","Astral Radiance","ASR",,272431
658860,"Adaman","199","Secret Rare","Astral Radiance","ASR",,272453
687717,"Adaman","155","Fixed","VSTAR Universe","s12a",,
687802,"Adaman","240","Special Illustration Rare","VSTAR Universe","s12a",,
691937,"Adaman","GG57","Ultra Rare","Crown Zenith","CRZ",,478085
700341,"Adaman","135","Holo Rare","Astral Radiance","ASR",,
842774,"Adaman","123","Rare","Brave Stars - Brave","CS5bC",,
842805,"Adaman","153","Ultra Rare","Brave Stars - Brave","CS5bC",,
842821,"Adaman","169","Rainbow Rare","Brave Stars - Brave","CS5bC",,
852897,"Adaman","140","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
852899,"Adaman","142","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
887340,"Adaman","182","Fixed","Battle Party Shining Dream","CSVE2C",,
544276,"Adventure Bag","128","Fixed","Tag Team GX: Tag All Stars","sm12a",,
555026,"Adventure Bag","093","Holo Rare","Alter Genesis","sm12",,
365803,"Adventure Bag","167","Uncommon","Lost Thunder","LOT",,
365861,"Adventure Bag","228","Secret Rare","Lost Thunder","LOT",,
558868,"Adventure Bag","043","Common","Fairy Rise","sm7b",,
558887,"Adventure Bag","062","Secret Rare","Fairy Rise","sm7b",,
853426,"Adventure Bag","124","Common","Storming Emergence - Verdant","CSM1bC",,
853502,"Adventure Bag","199","Secret Rare","Storming Emergence - Verdant","CSM1bC",,
881905,"Adventure Bag","014","Fixed","Golden Energy","CSM2.1C",,
564275,"Adventurer's Discovery","018","Fixed","Inteleon VMAX High-Class Deck","sGI",,
564252,"Adventurer's Discovery","015","Fixed","Gengar VMAX High-Class Deck","sGG",,
582960,"Adventurer's Discovery","224","Uncommon","Fusion Strike","FST",,253089
586673,"Adventurer's Discovery","157","Fixed","VMAX Climax","s8b",,
587065,"Adventurer's Discovery","267","Ultra Rare","VMAX Climax","s8b",,
667515,"Adventurer's Discovery","019","Fixed","VSTAR & VMAX High Class Deck Deoxys","sPD",,
667539,"Adventurer's Discovery","019","Fixed","VSTAR & VMAX High Class Deck Zeraora","sPZ",,
674240,"Adventurer's Discovery","TG23","Ultra Rare","Lost Origin","LOR",,284296
705196,"Adventurer's Discovery","FST 224","Promo","Play! Pokémon Prize Pack Series Two","PPS2",,489344
841923,"Adventurer's Discovery","061","Uncommon","Final Flame Dance","CS4.5C",,
841936,"Adventurer's Discovery","074","Ultra Rare","Final Flame Dance","CS4.5C",,
859960,"Adversity Policy","046","Promo","M-P Traditional Chinese Promos","M-P/CT",,
859997,"Adversity Policy","033","Promo","M-P Thai Promos","M-P/TH",,
879195,"Adversity Policy","051","Promo","M-P Indonesian Promos","M-P/ID",,
886466,"Adversity Policy","074","Uncommon","Chaos Rising","CRI",,
273631,"Aegislash","100","Holo Rare","Primal Clash","PRC",,
281423,"Aegislash","86","Holo Rare","XY","XY",,
281422,"Aegislash","85","Rare","XY","XY",,
288237,"Aegislash","62","Holo Rare","BREAKpoint","BKP",,
355568,"Aegislash","49","Rare","Forbidden Light","FLI",,
369038,"Aegislash","109","Holo Rare","Team Up","TEU",,
388282,"Aegislash","95","Holo Rare","Unified Minds","UNM",,
449258,"Aegislash","85","Promo","XY","XY",,
466819,"Aegislash","57","Uncommon","VMAX Rising","s1a",,
533487,"Aegislash","53","Rare","Single Strike Master","s5I",,
533492,"Aegislash","54","Uncommon","Single Strike Master","s5I",,
545621,"Aegislash","108","Rare","Battle Styles","BST",,
557003,"Aegislash","041","Rare","Miracle Twin","sm11",,
521555,"Aegislash","131","Common","Shiny Star V","s4a",,
545616,"Aegislash","107","Holo Rare","Battle Styles","BST",,
458073,"Aegislash","135","Rare","Rebel Clash","RCL",,
558618,"Aegislash","044","Rare","Dark Order","sm8a",,
559580,"Aegislash","035","Uncommon","Forbidden Light JP","sm6",,
563190,"Aegislash","043","Rare","Rage of the Broken Heavens","XY9",,
563886,"Aegislash","052","Rare","Gaia Volcano","XY5g",,
564467,"Aegislash","040","Uncommon","Collection Y","XY1y",,
564468,"Aegislash","041","Rare","Collection Y","XY1y",,
734286,"Aegislash","047","Rare","Raging Surf","sv3a",,
734312,"Aegislash","073","Illustration Rare","Raging Surf","sv3a",,
739449,"Aegislash","060","Promo","SV Black Star Promos","SVP",,
740672,"Aegislash","134","Rare","Paradox Rift","PAR",,
740753,"Aegislash","210","Illustration Rare","Paradox Rift","PAR",,
743888,"Aegislash","134","Rare","Paradox Rift","PAR",,
761134,"Aegislash","060","Promo","SV Black Star Promos","SVP",,
803224,"Aegislash","111","Fixed","Terastal Festival ex","sv8a",,
835524,"Aegislash","085","Rare","Bonus Round","CSV4C",,
837774,"Aegislash","111","Fixed","Terastal Festival ex: Additionals","xsv8a",,
837775,"Aegislash","111","Fixed","Terastal Festival ex: Additionals","xsv8a",,
843175,"Aegislash","047","Rare","Scorching Skies","CS3.5C",,
843176,"Aegislash","048","Uncommon","Scorching Skies","CS3.5C",,
847589,"Aegislash","095","Uncommon","Dynamax Clash - Flame","CS1bC",,
850701,"Aegislash","075","Rare","Shining Synergy - Supreme","CSM2bC",,
853176,"Aegislash","089","Rare","Storming Emergence - Radiant","CSM1aC",,
858939,"Aegislash","111","Fixed","Travel Special Pack","CSVL2C",,
