"cardmarketId","name","collectorNumber","rarity","expansion","expansionCode","scryfallId","tcgplayerId"
412929,"Eevee GX","233","Promo","SM Black Star Promos","SM",,
449233,"Eevee GX","242","Promo","SM Black Star Promos","SM",,
544681,"Eevee GX","187","Ultra Rare","Tag Team GX: Tag All Stars","sm12a",,
544686,"Eevee GX","188","Ultra Rare","Tag Team GX: Tag All Stars","sm12a",,
547111,"Eevee GX","219","Secret Rare","Tag Team GX: Tag All Stars","sm12a",,
369354,"Eevee GX","175","Promo","SM Black Star Promos","SM",,
369363,"Eevee GX","175","Oversized","SM Black Star Promos","SM",,
564857,"Eevee GX","017","Fixed","Eevee GX Starter Sets","smI",,
564858,"Eevee GX","018","Fixed","Eevee GX Starter Sets","smI",,
564859,"Eevee GX","019","Fixed","Eevee GX Starter Sets","smI",,
849587,"Eevee GX","120","Double Rare","Shining Synergy - Shower","CSM2aC",,
849698,"Eevee GX","177","Ultra Rare","Shining Synergy - Shower","CSM2aC",,
855380,"Eevee GX","006","Fixed","Eeveelutions GX Gift Box","CSMYC",,
855381,"Eevee GX","007","Fixed","Eeveelutions GX Gift Box","CSMYC",,
855382,"Eevee GX","008","Fixed","Eeveelutions GX Gift Box","CSMYC",,
278633,"Eevee Lv.10","59","Common","Rising Rivals","RR",,
678148,"Eevee Lv.10","068","Common","Bonds to the End of Time","Pt2",,
278112,"Eevee Lv.12","63","Common","Majestic Dawn","MD",,
566697,"Eevee Lv.12","067","Promo","DP Promos","DP-P",,
676451,"Eevee Lv.12","011","Fixed","Shaymin LV.X Collection Pack","PtS",,
278111,"Eevee Lv.14","62","Common","Majestic Dawn","MD",,
566689,"Eevee Lv.14","063","Promo","DP Promos","DP-P",,
651137,"Eevee Lv.14","MD 62","Promo","Burger King Platinum Promos 2009","BKPPR",,
698639,"Eevee Lv.14",,"Common","Dawn Dash","DP4d",,
698706,"Eevee Lv.14",,"Common","Moonlit Pursuit","DP4m",,
675960,"Eevee Lv.8","019","Fixed","Melee! Pokémon Scramble","MPS",,
506935,"Eevee on the Ball","002","Promo","Futsal Promos","FUT20",,
496555,"Eevee V","065","Promo","SWSH Black Star Promos","SWSH",,220317
482069,"Eevee V","75","Fixed","V Starter Decks","sD",,
606630,"Eevee V","007","Fixed","Start Deck 100 CoroCoro Comic Version","sN",,
674248,"Eevee V","065","Promo","SWSH Black Star Promos","SWSH",,
691827,"Eevee V","108","Ultra Rare","Crown Zenith","CRZ",,477251
825285,"Eevee V","01","Rare","Gem Pack Vol. 2","CBB2C",,
847014,"Eevee V","003","Fixed","Quicksand Card Display Pendant Gift Box","CS0L",,
887085,"Eevee V","150","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
540656,"Eevee VMAX","087","Promo","SWSH Black Star Promos","SWSH",,232611
525190,"Eevee VMAX","101","Promo","Sword & Shield Promos","S-P",,
825286,"Eevee VMAX","01","Triple Rare","Gem Pack Vol. 2","CBB2C",,
847015,"Eevee VMAX","004","Fixed","Quicksand Card Display Pendant Gift Box","CS0L",,
887086,"Eevee VMAX","151","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
276831,"Eevee δ Delta Species","68","Common","EX Delta Species","DS",,
765062,"Eevee δ Delta Species","073","Uncommon","Holon Research Tower","PCG6",,
869398,"Eevee δ Delta Species","DS 068","World Championship Deck","WCD 2007","WCD07",,
664649,"Egg Incubator","065","Uncommon","Pokémon GO Enhanced Expansion Pack","s10b",,
664729,"Egg Incubator","092","Secret Rare","Pokémon GO Enhanced Expansion Pack","s10b",,
665681,"Egg Incubator","066","Uncommon","Pokémon GO","PGO",,276994
665698,"Egg Incubator","087","Secret Rare","Pokémon GO","PGO",,277025
457708,"Eiscue","54","Holo Rare","Rebel Clash","RCL",,
464004,"Eiscue","28","Rare","Rebellion Crash","s2",,
521145,"Eiscue","49","Common","Shiny Star V","s4a",,
539563,"Eiscue","SV35","Secret Rare","Shining Fates","SHF",,
522070,"Eiscue","234","Secret Rare","Shiny Star V","s4a",,
561782,"Eiscue","173","Promo","Sword & Shield Promos","S-P",,
568800,"Eiscue","128","Promo","SWSH Black Star Promos","SWSH",,247292
571591,"Eiscue","009","Uncommon","Towering Perfection","s7D",,
574071,"Eiscue","047","Uncommon","Evolving Skies","EVS",,
586557,"Eiscue","041","Fixed","VMAX Climax","s8b",,
587833,"Eiscue","123","Fixed","Start Deck 100","sI100",,
608494,"Eiscue","044","Rare","Brilliant Stars","BRS",,263745
705148,"Eiscue","BRS 044","Promo","Play! Pokémon Prize Pack Series Two","PPS2",,489314
705252,"Eiscue","019","Uncommon","Snow Hazard","sv2P",,
707641,"Eiscue","074","Illustration Rare","Snow Hazard","sv2P",,
715522,"Eiscue","048","Uncommon","Paldea Evolved","PAL",,497459
715680,"Eiscue","205","Illustration Rare","Paldea Evolved","PAL",,497608
826690,"Eiscue","037","Uncommon","Fearless Terastal","CSV3C",,
834383,"Eiscue","043","Uncommon","Nine Colors Gathering - Friends","CS4aC",,
834600,"Eiscue","037","Common","Nine Colors Gathering - Origin","CS4bC",,
840580,"Eiscue","026","Common","Mega Symphonia","m1S",,
846572,"Eiscue","027","Rare","Dynamax Clash - Thunder","CS1aC",,
846912,"Eiscue","148","Shiny Rare","Dynamax Clash - Thunder","CS1aC",,
851115,"Eiscue","044","Common","Mega Evolution","MEG",,
851879,"Eiscue","025","Promo","Scarlet & Violet Simplified Chinese Promos","SV-P/CS",,
852961,"Eiscue","203","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
858982,"Eiscue","121","Promo","Scarlet & Violet Simplified Chinese Promos","SV-P/CS",,
877847,"Eiscue","040","Fixed","Battle Party Dream Together","CSVE1C",,
883767,"Eiscue","054","Rare","Rebel Clash","RCL",,
887199,"Eiscue","042","Fixed","Battle Party Shining Dream","CSVE2C",,
723938,"Eiscue ex","020","Double Rare","Ruler of the Black Flame","sv3",,
724977,"Eiscue ex","121","Ultra Rare","Ruler of the Black Flame","sv3",,
724989,"Eiscue ex","133","Special Illustration Rare","Ruler of the Black Flame","sv3",,
725122,"Eiscue ex","042","Double Rare","Obsidian Flames","OBF",,
725290,"Eiscue ex","210","Ultra Rare","Obsidian Flames","OBF",,
725302,"Eiscue ex","222","Special Illustration Rare","Obsidian Flames","OBF",,
785464,"Eiscue ex","042","Promo","Obsidian Flames","OBF",,
848396,"Eiscue ex","019","Double Rare","Dark Crystal Blaze","CSV5C",,
848628,"Eiscue ex","138","Ultra Rare","Dark Crystal Blaze","CSV5C",,
848643,"Eiscue ex","153","Special Illustration Rare","Dark Crystal Blaze","CSV5C",,
890307,"Eiscue ex","196","Ultra Rare","Black Sparkle","SV3s",,
890328,"Eiscue ex","217","Special Illustration Rare","Black Sparkle","SV3s",,
456448,"Eiscue V","55","Ultra Rare","Rebel Clash","RCL",,
462999,"Eiscue V","20","Promo","Sword & Shield Promos","S-P",,
672383,"Eiscue V","055","Promo","Rebel Clash","RCL",,
852165,"Eiscue V","004","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
274109,"Ekans","56","Common","Team Rocket","TR",,
275841,"Ekans","64","Common","EX Sandstorm","SS",,
276347,"Ekans","55","Common","EX Team Rocket Returns","TRR",,
281384,"Ekans","47","Common","XY","XY",,
302174,"Ekans","36","Common","Shining Legends","SLG",,
394767,"Ekans","25","Common","Hidden Fates","HIF",,
394722,"Ekans","26","Common","Hidden Fates","HIF",,
481979,"Ekans","57","Fixed","V Starter Decks","sD",,
500020,"Ekans","33","Common","Champion’s Path","CPA",,
557226,"Ekans","025","Common","Sky Legend","sm10b",,
273907,"Ekans","46","Common","Fossil","FO",,
274983,"Ekans","108","Common","Expedition Base Set","EX",,
281624,"Ekans","16N","Fixed","XY Trainer Kit","TK6",,
372350,"Ekans","62","Common","Unbroken Bonds","UNB",,
558132,"Ekans","014","Common","Full Metal Wall","sm9b",,
560195,"Ekans","037","Common","Shining Legends JP","sm3+",,
564514,"Ekans","024","Common","Collection X","XY1x",,
564717,"Ekans","023","Fixed","Sun & Moon Family Pokémon Card Game","smL",,
584698,"Ekans",,"Common","Mystery of the Fossils","MFO",,
585031,"Ekans",,"Common","Rocket Gang","ROG",,
650594,"Ekans","004","Common","Base Expansion Pack","EC1",,
719465,"Ekans","023","Common","Pokémon Card 151","sv2a",,
733618,"Ekans","023","Common","151","MEW",,
752824,"Ekans","043","Common","Wild Force","sv5K",,
760730,"Ekans","100","Common","Temporal Forces","TEF",,
783280,"Ekans","001","Common","Rocket Gang Strikes Back","PCG3",,
784203,"Ekans","001","Common","Magma VS Aqua: Two Ambitions","ADVex1",,
819089,"Ekans","023","Common","Collect 151","151C",,
825080,"Ekans","069","Promo","Scarlet & Violet Indonesian Promos","SV-P/ID",,
837269,"Ekans","023","Common","Pokémon Card 151: Additionals","xsv2a",,
837270,"Ekans","023","Common","Pokémon Card 151: Additionals","xsv2a",,
850663,"Ekans","037","Common","Shining Synergy - Supreme","CSM2bC",,
863732,"Ekans","430","Fixed","MEGA Start Deck 100 Battle Collection","mC",,
867057,"Ekans","135","Common","Blade Awakening","CSV7C",,
877891,"Ekans","078","Fixed","Battle Party Dream Together","CSVE1C",,
887048,"Ekans","114","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
887472,"Ekans","098","Fixed","Storming Emergence GX Starter Deck","CSM1DC",,
888812,"Ekans","109","Fixed","Shining Synergy GX Starter Deck","CSM2DC",,
277968,"Ekans Lv.16","66","Common","Great Encounters","GE",,
698621,"Ekans Lv.16",,"Common","Dawn Dash","DP4d",,
277252,"Ekans δ Delta Species","47","Common","EX Dragon Frontiers","DF",,
761846,"Ekans δ Delta Species","007","Common","Offense and Defense of the Furthest Ends","PCG9",,
436274,"Eldegoss","21","Uncommon","Sword & Shield","SSH",,
467374,"Eldegoss","5","Common","Shield","s1H",,
521950,"Eldegoss","210","Secret Rare","Shiny Star V","s4a",,
539443,"Eldegoss","SV11","Secret Rare","Shining Fates","SHF",,
505865,"Eldegoss","046","Promo","SWSH Black Star Promos","SWSH",,223751
520975,"Eldegoss","15","Common","Shiny Star V","s4a",,
523655,"Eldegoss","009","Fixed","VMAX Starter Deck: Venusaur VMAX","sEF",,
539098,"Eldegoss","15","Uncommon","Shining Fates","SHF",,
564188,"Eldegoss","004","Fixed","Sword & Shield Family Pokémon Card Game","sH",,
565760,"Eldegoss","010","Rare","Eevee Heroes","s6a",,
574040,"Eldegoss","016","Holo Rare","Evolving Skies","EVS",,
582092,"Eldegoss","025","Uncommon","Fusion Strike","FST",,253118
587749,"Eldegoss","039","Fixed","Start Deck 100","sI100",,
587750,"Eldegoss","040","Fixed","Start Deck 100","sI100",,
697069,"Eldegoss","EVS 016","Promo","Play! Pokémon Prize Pack Series One","PPS1",,475978
701491,"Eldegoss","016","Holo Rare","Evolving Skies","EVS",,
779009,"Eldegoss","009","Uncommon","Stellar Miracle","sv7",,
785864,"Eldegoss","011","Uncommon","Stellar Crown","SCR",,
834337,"Eldegoss","017","Rare","Nine Colors Gathering - Friends","CS4aC",,
886949,"Eldegoss","023","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
887144,"Eldegoss","209","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
887728,"Eldegoss","010","Uncommon","Stellar Crystal","CSV9C",,
457553,"Eldegoss V","19","Ultra Rare","Rebel Clash","RCL",,
458253,"Eldegoss V","176","Ultra Rare","Rebel Clash","RCL",,
463904,"Eldegoss V","97","Secret Rare","Rebellion Crash","s2",,
463899,"Eldegoss V","10","Double Rare","Rebellion Crash","s2",,
481749,"Eldegoss V","9","Fixed","V Starter Decks","sD",,
499880,"Eldegoss V","5","Ultra Rare","Champion’s Path","CPA",,
520980,"Eldegoss V","16","Double Rare","Shiny Star V","s4a",,
522430,"Eldegoss V","306","Secret Rare","Shiny Star V","s4a",,
540641,"Eldegoss V","084","Promo","SWSH Black Star Promos","SWSH",,232481
610515,"Eldegoss V","084","Oversized","SWSH Black Star Promos","SWSH",,
697070,"Eldegoss V","RCL 019","Promo","Play! Pokémon Prize Pack Series One","PPS1",,475979
845743,"Eldegoss V","006","Double Rare","Dynamax Tactics","CS1.5C",,
845812,"Eldegoss V","074","Ultra Rare","Dynamax Tactics","CS1.5C",,
845821,"Eldegoss V","083","Shiny Ultra Rare","Dynamax Tactics","CS1.5C",,
273715,"Electabuzz","20","Rare","Base Set","BS",,
273947,"Electabuzz","24","Rare","Base Set 2","B2",,
274433,"Electabuzz","33","Uncommon","Neo Genesis","NG",,
274951,"Electabuzz","76","Uncommon","Expedition Base Set","EX",,
275411,"Electabuzz","1","Promo","Best of Game Cards Promos","BEST",,
275421,"Electabuzz","2","Promo","Wizards Black Star Promos","WP",,
275465,"Electabuzz","46","Promo","Wizards Black Star Promos","WP",,
275812,"Electabuzz","35","Uncommon","EX Sandstorm","SS",,
283081,"Electabuzz","1","Promo","Best of Game Cards Promos","BEST",,
288217,"Electabuzz","42","Common","BREAKpoint","BKP",,
290278,"Electabuzz","P-15","Fixed","XY Trainer Kit: Pikachu Libre & Suicune","TK9",,
290286,"Electabuzz","P-23","Fixed","XY Trainer Kit: Pikachu Libre & Suicune","TK9",,
293397,"Electabuzz","41","Common","Evolutions","EVO",,
299446,"Electabuzz","42","Uncommon","Burning Shadows","BUS",,
315973,"Electabuzz","43","Common","Ultra Prism","UPR",,
362860,"Electabuzz","1","Oversized","Best of Game Cards Promos","BEST",,
365709,"Electabuzz","71","Uncommon","Lost Thunder","LOT",,
457723,"Electabuzz","58","Common","Rebel Clash","RCL",,
464019,"Electabuzz","31","Common","Rebellion Crash","s2",,
479794,"Electabuzz","25","Promo","McDonald's Collection 2019 FR","MCD19F",,
533297,"Electabuzz","15","Common","Single Strike Master","s5I",,
548826,"Electabuzz",,"Common","Expansion Sheet","EXS",,
550186,"Electabuzz","43","Fixed","Ultra Prism","UPR",,
557692,"Electabuzz",,"Rare","Expansion Pack","EXP",,
276668,"Electabuzz","22","Rare","EX Unseen Forces","UF",,
279563,"Electabuzz","33","Uncommon","Triumphant","TM",,
280640,"Electabuzz","53","Common","Boundaries Crossed","BCR",,85118
281693,"Electabuzz","29","Common","Furious Fists","FFI",,
481839,"Electabuzz","29","Fixed","V Starter Decks","sD",,
545331,"Electabuzz","44","Common","Battle Styles","BST",,
558914,"Electabuzz","026","Common","Thunderclap Spark","sm7a",,
559828,"Electabuzz","015","Common","Ultra Moon","sm5m",,
561222,"Electabuzz","019","Fixed","Facing a New Trial","sm2+",,
562495,"Electabuzz","039","Common","Expansion Pack 20th Anniversary","CP6",,
563454,"Electabuzz","005","Fixed","Emboar EX vs Togekiss EX Deck Kit","XYe",,
564082,"Electabuzz","027","Common","Rising Fist","XY3",,
564912,"Electabuzz","034","Fixed","GX Starter Decks","smH",,
566209,"Electabuzz","069","Promo","L-P Promos","L-P",,
567919,"Electabuzz","017","Fixed","Everyone's Exciting Battle","WAK",,
568434,"Electabuzz","020","Common","Cold Flare","BW6c",,
581869,"Electabuzz","25","Promo","McDonald's Collection 2019 FR","MCD19F",,
605886,"Electabuzz","035","Common","Star Birth","s9",,
606439,"Electabuzz",,"Uncommon","Gold, Silver, to a New World...","N1",,
608496,"Electabuzz","046","Common","Brilliant Stars","BRS",,263750
650628,"Electabuzz","038","Uncommon","Base Expansion Pack","EC1",,
654097,"Electabuzz",,"Promo","Unnumbered Promos","UNP",,
654244,"Electabuzz","26","Fixed","Intro Pack Bulbasaur","IPB",,
660208,"Electabuzz","20","Rare","Base Set","BS",,107015
668814,"Electabuzz","029","Uncommon","Clash at the Summit","L3",,
687514,"Electabuzz","034","Fixed","VSTAR Universe","s12a",,
719578,"Electabuzz","125","Common","Pokémon Card 151","sv2a",,
720395,"Electabuzz","125","Promo","151","MEW",,
733720,"Electabuzz","125","Common","151","MEW",,
742006,"Electabuzz",,"Fixed","My First Battle","MFB",,
752906,"Electabuzz","025","Common","Cyber Judge","sv5M",,
760683,"Electabuzz","053","Common","Temporal Forces","TEF",,
779042,"Electabuzz","028","Common","Stellar Miracle","sv7",,
782738,"Electabuzz","033","Rare","Golden Sky, Silvery Ocean","PCG4",,
784106,"Electabuzz","006","Fixed","Gift Box Latios ex","advI",,
785900,"Electabuzz","046","Common","Stellar Crown","SCR",,
816687,"Electabuzz","034","Common","Heat Wave Arena","sv9a",,
819191,"Electabuzz","125","Common","Collect 151","151C",,
825215,"Electabuzz","196","Promo","Scarlet & Violet Indonesian Promos","SV-P/ID",,
825942,"Electabuzz","068","Common","Destined Rivals","DRI",,
833993,"Electabuzz","P41","Fixed","Battle Academy 2020","BA20",,
833994,"Electabuzz","P58","Fixed","Battle Academy 2020","BA20",,
837474,"Electabuzz","125","Common","Pokémon Card 151: Additionals","xsv2a",,
837475,"Electabuzz","125","Common","Pokémon Card 151: Additionals","xsv2a",,
841525,"Electabuzz","055","Common","Azure Shadow - Roar","CS6aC",,
843490,"Electabuzz","028","Common","Primordial Arts - Overgrow","CS3aC",,
852193,"Electabuzz","032","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
863532,"Electabuzz","236","Fixed","MEGA Start Deck 100 Battle Collection","mC",,
866706,"Electabuzz","075","Common","Blade Awakening","CSV7C",,
873083,"Electabuzz","41","Promo","Evolutions","EVO",,
886992,"Electabuzz","064","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
887454,"Electabuzz","082","Fixed","Storming Emergence GX Starter Deck","CSM1DC",,
887776,"Electabuzz","058","Common","Stellar Crystal","CSV9C",,
888791,"Electabuzz","088","Fixed","Shining Synergy GX Starter Deck","CSM2DC",,
275745,"Electabuzz ex","97","Ultra Rare","EX Ruby & Sapphire","RS",,
784507,"Electabuzz ex","023","Ultra Rare","ADV Expansion Pack","ADV1",,
277580,"Electabuzz Lv.29","81","Common","Diamond & Pearl","DP",,
699295,"Electabuzz Lv.29",,"Common","Space-Time Creation","DP1",,
277840,"Electabuzz Lv.32","87","Common","Secret Wonders","SW",,
566695,"Electabuzz Lv.32","065","Promo","DP Promos","DP-P",,
698523,"Electabuzz Lv.32",,"Fixed","Magmortar vs Electivire Deck Kit","MEDK",,
278549,"Electabuzz Lv.35","128","Secret Rare","Platinum","PL",,
678698,"Electabuzz Lv.35","095","Ultra Rare","Galactic's Conquest","Pt1",,
277234,"Electabuzz δ Delta Species","29","Uncommon","EX Dragon Frontiers","DF",,
761914,"Electabuzz δ Delta Species","007","Fixed","Shockwave! Tyranitar ex Constructed Standard Deck","pcgR",,
279550,"Electivire","20","Rare","Triumphant","TM",,
280641,"Electivire","54","Holo Rare","Boundaries Crossed","BCR",,85124
281694,"Electivire","30","Rare","Furious Fists","FFI",,
288218,"Electivire","43","Uncommon","BREAKpoint","BKP",,
290288,"Electivire","P-25","Fixed","XY Trainer Kit: Pikachu Libre & Suicune","TK9",,
299447,"Electivire","43","Rare","Burning Shadows","BUS",,
315974,"Electivire","44","Rare","Ultra Prism","UPR",,
365710,"Electivire","72","Rare","Lost Thunder","LOT",,
457728,"Electivire","59","Rare","Rebel Clash","RCL",,
464024,"Electivire","32","Uncommon","Rebellion Crash","s2",,
550236,"Electivire","43","Fixed","Burning Shadows","BUS",,
533302,"Electivire","16","Uncommon","Single Strike Master","s5I",,
545336,"Electivire","45","Rare","Battle Styles","BST",,
290268,"Electivire","P-4","Fixed","XY Trainer Kit: Pikachu Libre & Suicune","TK9",,
558915,"Electivire","027","Uncommon","Thunderclap Spark","sm7a",,
559829,"Electivire","016","Uncommon","Ultra Moon","sm5m",,
561223,"Electivire","020","Fixed","Facing a New Trial","sm2+",,
563455,"Electivire","006","Fixed","Emboar EX vs Togekiss EX Deck Kit","XYe",,
564083,"Electivire","028","Uncommon","Rising Fist","XY3",,
567920,"Electivire","018","Fixed","Everyone's Exciting Battle","WAK",,
568437,"Electivire","021","Rare","Cold Flare","BW6c",,
605887,"Electivire","036","Uncommon","Star Birth","s9",,
608497,"Electivire","047","Rare","Brilliant Stars","BRS",,263751
668815,"Electivire","030","Holo Rare","Clash at the Summit","L3",,
687515,"Electivire","035","Fixed","VSTAR Universe","s12a",,
687742,"Electivire","180","Illustration Rare","VSTAR Universe","s12a",,
691887,"Electivire","GG08","Holo Rare","Crown Zenith","CRZ",,478025
752907,"Electivire","026","Uncommon","Cyber Judge","sv5M",,
760684,"Electivire","054","Uncommon","Temporal Forces","TEF",,
779043,"Electivire","029","Uncommon","Stellar Miracle","sv7",,
785901,"Electivire","047","Uncommon","Stellar Crown","SCR",,
834010,"Electivire","P53","Fixed","Battle Academy 2020","BA20",,
841526,"Electivire","056","Uncommon","Azure Shadow - Roar","CS6aC",,
841602,"Electivire","133","Illustration Rare","Azure Shadow - Roar","CS6aC",,
843491,"Electivire","029","Uncommon","Primordial Arts - Overgrow","CS3aC",,
852194,"Electivire","033","Promo","Sword & Shield Simplified Chinese Promos","S-P/CS",,
866707,"Electivire","076","Uncommon","Blade Awakening","CSV7C",,
882915,"Electivire","20","Promo","Triumphant","TM",,
886993,"Electivire","065","Fixed","Dynamax Clash V Starter Deck","CS1DC",,
887455,"Electivire","083","Fixed","Storming Emergence GX Starter Deck","CSM1DC",,
887777,"Electivire","059","Uncommon","Stellar Crystal","CSV9C",,
888792,"Electivire","089","Fixed","Shining Synergy GX Starter Deck","CSM2DC",,
278695,"Electivire [FB] Lv.50","4","Holo Rare","Supreme Victors","SV",,
677582,"Electivire [FB] Lv.50","038","Holo Rare","Beat of the Frontier","Pt3",,
278835,"Electivire [FB] LV.X","144","Ultra Rare","Supreme Victors","SV",,
677584,"Electivire [FB] LV.X","039","Ultra Rare","Beat of the Frontier","Pt3",,
816688,"Electivire ex","035","Double Rare","Heat Wave Arena","sv9a",,
816732,"Electivire ex","079","Ultra Rare","Heat Wave Arena","sv9a",,
825943,"Electivire ex","069","Double Rare","Destined Rivals","DRI",,
826086,"Electivire ex","212","Ultra Rare","Destined Rivals","DRI",,
861988,"Electivire ex","161","Ultra Rare","Presence of Champions","SV10s",,
863533,"Electivire ex","237","Fixed","MEGA Start Deck 100 Battle Collection","mC",,
277502,"Electivire Lv.46","3","Holo Rare","Diamond & Pearl","DP",,
449463,"Electivire Lv.46","3","Promo","Diamond & Pearl","DP",,
699296,"Electivire Lv.46",,"Holo Rare","Space-Time Creation","DP1",,
277778,"Electivire Lv.50","25","Rare","Secret Wonders","SW",,
698524,"Electivire Lv.50",,"Fixed","Magmortar vs Electivire Deck Kit","MEDK",,
698525,"Electivire Lv.50",,"Fixed","Magmortar vs Electivire Deck Kit","MEDK",,
277750,"Electivire LV.X","121","Ultra Rare","Mysterious Treasures","MT",,
699047,"Electivire LV.X",,"Ultra Rare","Secret of the Lakes","DP2",,
693144,"Electric Generator","069","Uncommon","Violet ex","sv1V",,
702466,"Electric Generator","170","Uncommon","Scarlet & Violet","SVI",,488075
702918,"Electric Generator","012","Fixed","ex Starter Set Pikachu ex & Pawmot","svC",,
721171,"Electric Generator","113","Fixed","ex Start Decks","svD",,
728268,"Electric Generator","SVI 170","Promo","Play! Pokémon Prize Pack Series Three","PPS3",,
746538,"Electric Generator","156","Fixed","Shiny Treasure ex","sv4a",,
751617,"Electric Generator","079","Uncommon","Paldean Fates","PAF",,
752271,"Electric Generator","020","Fixed","Starter Deck & Build Set Ancient Koraidon ex","svHK",,
752338,"Electric Generator","020","Fixed","Starter Deck & Build Set Future Miraidon ex","svHM",,
756390,"Electric Generator","SVI 170","Promo","Play! Pokémon Prize Pack Series Four","PPS4",,
779983,"Electric Generator","SVI 170","Promo","Southeast Asia Promos","SEA",,
786753,"Electric Generator","P32","Fixed","Battle Academy 2024","BA24",,
807552,"Electric Generator","010","Fixed","Battle Partners Deck Build Box","svN",,
815470,"Electric Generator","SVI 170","Fixed","WCD 2024","WCD24",,
832555,"Electric Generator","107","Uncommon","Eternal Birth","CSV1C",,
835674,"Electric Generator","SVI 170","Prize Pack Series","Play! Pokémon Prize Pack Series Four","PPS4",,
835696,"Electric Generator","SVI 170","Prize Pack Series","Play! Pokémon Prize Pack Series Three","PPS3",,
840111,"Electric Generator","013","Fixed","Premium Trainer Box MEGA","mAA",,
860808,"Electric Generator","p020","Fixed","Battle Party Shining Dream","CSVE2C",,
860943,"Electric Generator","037","Fixed","Happy Set Pikachu & Clefairy & Turtwig & Gimmighoul","CSVH1C",,
867590,"Electric Generator","c010","Fixed","Master Strategy Deck Building Sets","CSVM1C",,
877919,"Electric Generator","108","Fixed","Battle Party Dream Together","CSVE1C",,
887299,"Electric Generator","141","Fixed","Battle Party Shining Dream","CSVE2C",,
316046,"Electric Memory","121","Uncommon","Ultra Prism","UPR",,
560132,"Electric Memory","099","Fixed","GX Battle Boost","sm4+",,
273590,"Electrike","59","Common","Primal Clash","PRC",,
273591,"Electrike","60","Uncommon","Primal Clash","PRC",,
277034,"Electrike","64","Common","EX Holon Phantoms","HP",,
277133,"Electrike","52","Common","EX Crystal Guardians","CG",,
277182,"Electrike","red-2","Common","EX Trainer Kit 2","TK2",,
280480,"Electrike","41","Common","Dragons Exalted","DRX",,
280481,"Electrike","42","Common","Dragons Exalted","DRX",,
282692,"Electrike","24","Common","Roaring Skies","ROS",,
290275,"Electrike","P-11","Fixed","XY Trainer Kit: Pikachu Libre & Suicune","TK9",,
290291,"Electrike","P-28","Fixed","XY Trainer Kit: Pikachu Libre & Suicune","TK9",,
293323,"Electrike","7","Promo","McDonald's Collection 2015","MCD15",,
361297,"Electrike","51","Common","Celestial Storm","CES",,
480709,"Electrike","16","Common","Legendary Heartbeat","s3a",,
483164,"Electrike","58","Common","Darkness Ablaze","DAA",,
511675,"Electrike","51","Common","Vivid Voltage","VIV",,
275767,"Electrike","Latios-1","Common","EX Trainer Kit","TK1",,
481249,"Electrike","30","Common","Infinity Zone","s3",,
558994,"Electrike","033","Common","Sky-Splitting Charisma","sm7",,
563702,"Electrike","002","Fixed","MRayquaza EX Mega Battle Deck","XYd",,
563856,"Electrike","022","Common","Gaia Volcano","XY5g",,
563857,"Electrike","023","Common","Gaia Volcano","XY5g",,
568960,"Electrike","003","Fixed","Garchomp Half Deck","GBR",,
569089,"Electrike","015","Common","Dragon Blade","BW5e",,
650979,"Electrike","019","Common","Time Gazer","s10D",,
674064,"Electrike","054","Common","Lost Origin","LOR",,283928
762594,"Electrike","030","Common","Miracle Crystal","PCG8",,
764636,"Electrike","001M","Fixed","Gift Box Mew • Lucario","GBML",,
783100,"Electrike","L005","Fixed","Quick Construction Packs","pcgG",,
783163,"Electrike","R004","Fixed","Gift Box Emerald","pcgF",,
783474,"Electrike","006","Fixed","Rayquaza Constructed Starter Deck","pcgC",,
783552,"Electrike","032","Common","Clash of the Blue Sky","PCG2",,
784453,"Electrike","007","Fixed","Torchic Constructed Starter Deck","advB",,
784454,"Electrike","008","Fixed","Torchic Constructed Starter Deck","advB",,
784508,"Electrike","024","Common","ADV Expansion Pack","ADV1",,
816690,"Electrike","037","Common","Heat Wave Arena","sv9a",,
816726,"Electrike","073","Illustration Rare","Heat Wave Arena","sv9a",,
825949,"Electrike","075","Common","Destined Rivals","DRI",,
826070,"Electrike","196","Illustration Rare","Destined Rivals","DRI",,
840586,"Electrike","031","Common","Mega Symphonia","m1S",,
842051,"Electrike","020","Common","Brave Stars - Charm","CS5aC",,
844457,"Electrike","015","Common","Brilliant Counterattack","CS2.5C",,
845126,"Electrike","029","Common","Vivid Portrayals - Indigo","CS2bC",,
851120,"Electrike","049","Common","Mega Evolution","MEG",,
853359,"Electrike","057","Common","Storming Emergence - Verdant","CSM1bC",,
862218,"Electrike","148","Illustration Rare","Bonds of Destiny","SV9s",,
863538,"Electrike","242","Fixed","MEGA Start Deck 100 Battle Collection","mC",,
869533,"Electrike","DX 060","World Championship Deck","WCD 2006","WCD06",,
882527,"Electrike","047","Fixed","Primordial Arts V Starter Deck","CS3DC",,
